combination,pairs_count,score,best_weighting,mean_balance,median_balance,std_balance,mean_mdd,worst_mdd,mean_sharpe,mean_sortino,mean_calmar,mean_ulcer,mean_var95,mean_cvar95,mean_omega,mean_cagr,median_cagr,prob_profit,prob_2x,prob_ruin,p5,p50,p95,p99
TRXUSDT,1,-34.933603582946525,inverse_vol,3050.4896828026144,3070.514833225926,158.6485002319807,-0.6947387943788901,-0.7567859263994958,-118.14017296237938,-169.30197686549252,-1.4401303184145144,0.46010089790634073,-0.0025855286249848834,-0.003069458193947798,0.10277430593771339,-0.9999999955233604,-0.9999999962659776,0.0,0.0,1.0,2740.474764715666,3070.514833225926,3282.5163217009704,3347.910097644696
BTCUSDT,1,-18.721432320663077,inverse_vol,6072.893137036407,6123.729106942228,402.89510462673593,-0.39515427858364505,-0.5402757050522551,-37.59978621122947,-89.84905157776714,-2.5556676846312767,0.24353684079678065,-0.002507086779440727,-0.003522080562741676,0.49118113322999857,-0.9998364109760637,-0.999895856718164,0.0,0.0,0.012,5355.375627379028,6123.729106942228,6667.666767839549,6935.920724592032
AVAXUSDT,1,-34.03572201618077,risk_parity,1800.6795137121005,1797.2878635214133,178.43645883455844,-0.8203620448601644,-0.8630805672855352,-78.52119119875712,-163.88590686486214,-1.2195523088684532,0.5714467622080153,-0.003666853303459809,-0.00467186284858923,0.32915455580347425,-1.0,-1.0,0.0,0.0,1.0,1521.9755312717234,1797.2878635214133,2106.1320678553684,2257.5610945667636
ARBUSDT,1,-77.74974420348045,inverse_vol,0.07302869509311867,0.07323890523049227,0.012681436542953315,-0.9999926909489125,-0.999996703466563,-305.94384321478196,-368.45924943397847,-1.00000730910612,0.9345371766259291,-0.002692964436131189,-0.003486853747615708,0.10309288806254406,-1.0,-1.0,0.0,0.0,1.0,0.051689896464030466,0.07323890523049227,0.09400626112442967,0.10253374937269472
LTCUSDT,1,-49.853566762474856,inverse_vol,74.71377537455452,74.82992345917866,9.923813693269697,-0.9925299588144388,-0.9959104540442132,-188.34194941403268,-237.9797077673477,-1.0075272685624255,0.8347086106339475,-0.0014493674492989945,-0.0020942184550350375,0.2060253079336725,-1.0,-1.0,0.0,0.0,1.0,57.466608190643626,74.82992345917866,89.96869041871001,95.11581121097196
DOGEUSDT,1,-20.22986634040981,risk_parity,3794.0904625833045,3792.685564100736,397.7589499680668,-0.6228069810229763,-0.738043977383735,-42.713222598110896,-96.58865618471431,-1.6121317380962168,0.40343436324101606,-0.003016589935239336,-0.004162600322424722,0.5678867503991357,-0.9999999603153479,-0.9999999940284722,0.0,0.0,0.998,3140.931349737691,3792.685564100736,4447.985365045849,4723.196355762994
TONUSDT,1,-143.4666110561704,equal,12.721198258863957,12.849424324325526,1.257398710717002,-0.9987247510691245,-0.9991086513147319,-668.0092752954552,-703.5671009248451,-1.001276893234449,0.8804876298836489,-0.004313280956411899,-0.0051073182307193035,0.005781290571167254,-1.0,-1.0,0.0,0.0,1.0,10.60918365755694,12.849424324325526,14.599114374050746,15.265366378685085
TRXUSDT + LTCUSDT,2,-41.94308735496511,risk_parity,4435.1393040974635,4459.558765396612,177.78976493909136,-0.5561900711504373,-0.6333004517562543,-157.46374872217416,-205.1501373488307,-1.799691342848032,0.35394743083952457,-0.0019580971248525742,-0.002405740243858312,0.09230922045734649,-0.9999999999553474,-0.9999999999668845,0.0,0.0,1.0,4031.5834406607664,4459.558765396612,4651.542080741826,4726.371921956632
AAVEUSDT,1,-76.34135022927032,equal,0.12196562496511482,0.12202590238769369,0.0243523532626047,-0.9999877943018155,-0.9999945259903144,-315.2989737205304,-362.04755744583065,-1.0000122058530978,0.9313989800642712,-0.0025924237702999297,-0.0035075965987990516,0.08214704322447659,-1.0,-1.0,0.0,0.0,1.0,0.08200166658639761,0.12202590238769369,0.1607118699304352,0.18131932024233896
TRXUSDT + ARBUSDT,2,-46.418465586823054,inverse_vol,3007.005126422801,3024.5745680155296,153.11376432307654,-0.699037563468912,-0.7613007061891456,-184.23697864205636,-226.66125565375702,-1.4312118378934533,0.4630509175861665,-0.0026260639851555167,-0.0031593920026241696,0.05643481772333195,-0.9999999999999996,-0.9999999999999997,0.0,0.0,1.0,2716.7277171147966,3024.5745680155296,3214.674133726369,3289.2819974601794
HBARUSDT,1,-95.61673460085403,risk_parity,0.0034153866927121254,0.0033681024843755267,0.0006331150029025992,-0.9999996577002946,-0.999999818439957,-403.5548057266225,-455.21363811450766,-1.0000003422998265,0.948247447738762,-0.004665060435312384,-0.005628633034310566,0.0266284373538579,-1.0,-1.0,0.0,0.0,1.0,0.0024318751477333386,0.0033681024843755267,0.004573515213050821,0.005055112844641651
TRXUSDT + AVAXUSDT,2,-32.70202795360793,equal,3038.450095221672,3050.6449068916477,181.57229802906525,-0.6961557271438155,-0.7765635963712018,-103.66634159420327,-158.16661598158703,-1.437420615130981,0.46072759033377325,-0.0030023022501057257,-0.0037701224235184476,0.1477200911920237,-0.999999999990866,-0.9999999999949751,0.0,0.0,1.0,2715.2747629039895,3050.6449068916477,3306.5635555965177,3449.573117743298
TRXUSDT + TONUSDT,2,-48.64854132324172,risk_parity,2340.491310114203,2355.1900899903253,117.52807999122328,-0.7657121458178967,-0.8223622005192346,-195.00277818538032,-237.27913279359385,-1.3062782949179816,0.5196542533188906,-0.0030320883864990086,-0.0036495821888315534,0.04934061382957854,-1.0,-1.0,0.0,0.0,1.0,2117.0268667608957,2355.1900899903253,2509.4715792723528,2570.2542655647467
TRXUSDT + BTCUSDT,2,-26.560893009931352,equal,4681.27413902881,4694.896236664043,201.3091462804342,-0.5318499354582118,-0.6157134436528114,-86.77370900709525,-128.41520055131684,-1.8828359471332188,0.3361040445161666,-0.0024267711072630915,-0.003033542502225739,0.18384501825306057,-0.9999991106984649,-0.9999992754352158,0.0,0.0,0.962,4280.879821418576,4694.896236664043,4972.3450661799025,5109.126073336575
TRXUSDT + AAVEUSDT,2,-44.83964439612699,inverse_vol,3014.533581114175,3039.821806806049,151.74598956894758,-0.6982779718602479,-0.7656220815634118,-176.78249877208597,-218.78030153788305,-1.4327574793385767,0.46210979333606306,-0.0026621837881996946,-0.0032602037093627956,0.06146643211731873,-0.9999999999999996,-0.9999999999999997,0.0,0.0,1.0,2698.277932444113,3039.821806806049,3209.20405891385,3289.3307382992048
TRXUSDT + DOGEUSDT,2,-30.67439809250979,equal,4108.948643560986,4121.496712168894,203.31270154302283,-0.5891258554138254,-0.6589453375121281,-95.63066040295097,-148.72915836073545,-1.6994186989330997,0.37779496745194585,-0.0025744118390744744,-0.0031300959125231116,0.2093264993177526,-0.9999999945318468,-0.9999999963319827,0.0,0.0,1.0,3767.4031724683023,4121.496712168894,4404.435576701277,4522.53207210202
TRXUSDT + HBARUSDT,2,-51.277876130629046,risk_parity,2002.9713085554993,2017.825703876159,104.67702012173896,-0.7994109513900686,-0.8471604695001002,-215.73558908638614,-250.09598329466957,-1.2511331629684301,0.5510294477705463,-0.0032084396768741006,-0.003742013430016151,0.02901225806659271,-1.0,-1.0,0.0,0.0,1.0,1798.7537097217619,2017.825703876159,2138.173545273888,2184.5289722653806
LTCUSDT + BTCUSDT,2,-28.12898911324384,equal,6141.625413548519,6157.811895073586,248.62199784605576,-0.38644034487159273,-0.486005594447032,-81.85942132845693,-136.76409579079288,-2.597974286898822,0.23638155877152617,-0.001974468673862334,-0.0025416370551349815,0.3076869157907871,-0.999999871607441,-0.9999999306134475,0.0,0.0,0.0,5676.646941865807,6157.811895073586,6484.138198545173,6646.198813330926
LTCUSDT + AVAXUSDT,2,-41.38949065753163,risk_parity,4258.747712067407,4309.187812050122,239.23648136489166,-0.5741606114920896,-0.7064143724623765,-141.13682970872694,-202.37976161108386,-1.744514139045393,0.36623962378052133,-0.00179571395853313,-0.0023634039294394473,0.1919854367146171,-0.9999999999999807,-0.999999999999991,0.0,0.0,1.0,3734.6820246990337,4309.187812050122,4546.250848128257,4641.876217804301
LTCUSDT + DOGEUSDT,2,-32.909717772838,equal,3960.577508216735,3975.4267791244874,255.69940384757243,-0.6046276312868637,-0.7088120855027743,-93.08121736923145,-159.94986363361113,-1.656788402461016,0.3885513493239938,-0.0021151046453312364,-0.002773953489961606,0.37317300511463747,-0.9999999999995148,-0.9999999999999091,0.0,0.0,1.0,3514.0212956994837,3975.4267791244874,4333.525357425137,4499.900849308485
LTCUSDT + TONUSDT,2,-91.48110521410543,risk_parity,1151.4140316989933,1164.3908822272588,81.65587023673378,-0.884772458549827,-0.9200093822155752,-366.70868172813886,-450.1115873697611,-1.1303294916174378,0.6397934446655954,-0.001980108492902522,-0.0025151551865637595,0.07094255228516096,-1.0,-1.0,0.0,0.0,1.0,1002.3770726652687,1164.3908822272588,1262.8073781205826,1295.8240626309823
LTCUSDT + ARBUSDT,2,-59.49801551357335,risk_parity,12.79135321011494,12.823784022167576,1.657847548793498,-0.998720366239128,-0.9992080680684596,-251.9258107769709,-283.8011791212523,-1.0012813009277681,0.8804410808931867,-0.0019132280768787977,-0.0025869875808372383,0.1116861933840953,-1.0,-1.0,0.0,0.0,1.0,10.107715478347354,12.823784022167576,15.457764112237742,16.254332424602833
ARBUSDT + BTCUSDT,2,-36.57210977563488,equal,4476.571056484831,4500.948481329035,226.43183243573444,-0.552329321009389,-0.6566503756941787,-122.24399602105552,-178.37308065925032,-1.8134478277402515,0.35023306618569167,-0.002484225844483172,-0.0031397847628295466,0.1691930678230297,-0.9999999999959505,-0.9999999999983646,0.0,0.0,0.992,4059.2041985319975,4500.948481329035,4791.911308876533,4956.472472560148
ARBUSDT + AVAXUSDT,2,-51.85347143753467,equal,1743.6728389390485,1750.888669145665,126.0674767456375,-0.825602123312372,-0.8689271424577986,-170.06040833162282,-252.78444677105688,-1.2115190160435096,0.5759905637153903,-0.0030529789895593824,-0.0037757035508161597,0.14371678899842263,-1.0,-1.0,0.0,0.0,1.0,1525.740691910254,1750.888669145665,1939.9559167783452,2020.872471527945
LTCUSDT + HBARUSDT,2,-77.08024412082007,risk_parity,20.687767797295848,20.870297051936,2.350486488059276,-0.9979295156385997,-0.9987452890020938,-323.46983238678854,-372.3004940887855,-1.0020748358114346,0.8708421894472713,-0.0023344053664569103,-0.0029397999795996847,0.05036752825494621,-1.0,-1.0,0.0,0.0,1.0,16.580186815746824,20.870297051936,24.200393237735252,25.466881145550484
LTCUSDT + AAVEUSDT,2,-61.15423784376395,risk_parity,12.368601434166811,12.449169120457006,1.663184105196655,-0.9987626738685796,-0.9992323596329945,-257.33490495789493,-292.0406025218277,-1.0012388867891036,0.881029110159152,-0.001904188049209241,-0.002590014340804368,0.1075733852340786,-1.0,-1.0,0.0,0.0,1.0,9.62078652328529,12.449169120457006,14.976846547972329,16.185561853599534
ARBUSDT + TONUSDT,2,-118.64917386709322,risk_parity,160.57122910518711,161.8221264594638,13.315945929838936,-0.9839194172377199,-0.9882518322709719,-514.8462715176622,-582.8802758008468,-1.0163452608391812,0.8027263920292487,-0.0031570628429506125,-0.003750474869633301,0.024110953551468015,-1.0,-1.0,0.0,0.0,1.0,136.40577977309746,161.8221264594638,181.5272822660842,188.33029163415944
ARBUSDT + DOGEUSDT,2,-43.392882226078335,equal,2155.6238268312263,2171.299011656691,151.62468861618365,-0.784516635762354,-0.8624943113766003,-140.80050631844657,-210.9581081878867,-1.2751388546246962,0.5368481297098383,-0.0026524364471614643,-0.0033741020423973945,0.21671661896139643,-1.0,-1.0,0.0,0.0,1.0,1893.530320590238,2171.299011656691,2380.8108276131697,2468.4057916914944
BTCUSDT + AVAXUSDT,2,-24.922563889269355,risk_parity,5030.034350497945,5053.227667128768,250.28605310628677,-0.4975338835584377,-0.5829998486980504,-72.44413576872468,-120.44945448442323,-2.0148707042880267,0.3117955767953568,-0.0026740553866910835,-0.003411914911216832,0.29907880934484754,-0.9999999321420434,-0.9999999592820963,0.0,0.0,0.418,4552.740559844064,5053.227667128768,5402.9904042966955,5566.047562837867
BTCUSDT + TONUSDT,2,-44.138443150944276,risk_parity,2745.9475227058706,2769.4878632800114,151.3247218574978,-0.7250985960350022,-0.7841328972096311,-167.66881997807153,-215.08636962990468,-1.3797180132689013,0.4848520953967403,-0.003130340621046742,-0.004070363699897555,0.07829661293746808,-1.0,-1.0,0.0,0.0,1.0,2447.345422093426,2769.4878632800114,2959.6970053389014,3033.0590346485715
ARBUSDT + HBARUSDT,2,-100.73576924257861,risk_parity,0.28140153465321016,0.28202038541434826,0.03497369664097488,-0.9999718126073067,-0.9999820961364922,-441.58101869662096,-485.03553153734276,-1.0000281881995223,0.9256790447453863,-0.0035150396466795803,-0.0041922318470033,0.02130530185730307,-1.0,-1.0,0.0,0.0,1.0,0.22197928443127157,0.28202038541434826,0.3386199714691221,0.36002857392573206
BTCUSDT + DOGEUSDT,2,-20.545043075727055,risk_parity,5986.981960798627,6022.807921543201,325.3416865472586,-0.40246667052043505,-0.534298789250546,-56.60809312331208,-98.88331982334223,-2.5000039594300896,0.24710527394908013,-0.002418401578923236,-0.0030870139568715334,0.387768884385991,-0.9999946463697028,-0.9999967621728061,0.0,0.0,0.012,5396.269213401722,6022.807921543201,6436.872812846034,6613.429976117607
ARBUSDT + AAVEUSDT,2,-81.10587980190255,inverse_vol,0.15469748186444082,0.15459439673017009,0.024603993118407327,-0.9999845161572953,-0.9999915491576705,-352.20626198545745,-386.1461832104213,-1.0000154840885227,0.929854569732989,-0.0026426354136133983,-0.00344193278488334,0.05067597013723491,-1.0,-1.0,0.0,0.0,1.0,0.11560093070963494,0.15459439673017009,0.1993885520786194,0.20900074945125086
BTCUSDT + AAVEUSDT,2,-35.91471754501716,equal,4492.457927658571,4514.867270392118,211.17712481489082,-0.5506713141864918,-0.6324676454781579,-114.9039304075168,-175.1084790441452,-1.8185636034750745,0.3493723866127102,-0.002560743748881527,-0.0032079540517327976,0.1905798716083502,-0.9999999999963607,-0.9999999999981837,0.0,0.0,0.998,4024.5239830019086,4514.867270392118,4783.1876642578945,4878.013351423355
BTCUSDT + HBARUSDT,2,-48.87874854392489,equal,2544.779664650364,2554.7672648225225,121.00927618968677,-0.7452568710579469,-0.8051131645648675,-189.1379466847015,-238.60708358018158,-1.342170308525634,0.5019608500215614,-0.0032983863992253307,-0.003895107436980237,0.05839046549409254,-1.0,-1.0,0.0,0.0,1.0,2319.616285397348,2554.7672648225225,2725.124705216887,2791.388593460237
AVAXUSDT + TONUSDT,2,-62.85961138936422,equal,665.3488981879043,671.4053269599525,51.92195974775075,-0.9333804060711145,-0.9485540647364209,-239.44125344287178,-306.0700598456926,-1.0714077214713298,0.7031036386217784,-0.003837605464204545,-0.00474880436197966,0.05730399119954672,-1.0,-1.0,0.0,0.0,1.0,565.6611204307939,671.4053269599525,744.3828360026047,776.8364531500259
AVAXUSDT + DOGEUSDT,2,-26.97706383110094,risk_parity,2984.706845672368,2988.376393385418,233.00349594397792,-0.7019665612424364,-0.7855509009550301,-79.84196151744068,-129.62328787968866,-1.426127687434985,0.4657606976371737,-0.003041930348932081,-0.003929284050586152,0.3156016248151183,-0.9999999999967067,-0.999999999999192,0.0,0.0,1.0,2604.367226243112,2988.376393385418,3360.49902186619,3522.955302159726
AVAXUSDT + AAVEUSDT,2,-51.001400814813344,equal,1786.8022072245788,1792.4077073418562,125.56252010227101,-0.8213118130716811,-0.8645103136384299,-166.08179957532167,-248.57629008981016,-1.2178472223215338,0.5718653383708086,-0.0030759692899322544,-0.0038206418376350764,0.15252789655659107,-1.0,-1.0,0.0,0.0,1.0,1560.5065817902241,1792.4077073418562,1984.4789258712162,2083.0026609389884
AVAXUSDT + HBARUSDT,2,-61.96512927565201,equal,689.799509352704,693.6184129753785,51.45201203778262,-0.930929211062207,-0.9481617304777148,-226.9018389872293,-301.65461638476114,-1.0742281913683875,0.7001711592438948,-0.003893557355430218,-0.004613218725208934,0.06388676755114997,-1.0,-1.0,0.0,0.0,1.0,596.7535390878513,693.6184129753785,774.7513306380504,801.8448200424158
TONUSDT + DOGEUSDT,2,-58.357190371119145,equal,686.6523359901917,692.2952915775081,57.24212739811944,-0.9312531232141298,-0.9538404001429698,-219.5881261516641,-283.6264053142237,-1.073862323300743,0.7008072318061158,-0.0034248698160209154,-0.004306644384014622,0.08521442728155218,-1.0,-1.0,0.0,0.0,1.0,584.0939272005152,692.2952915775081,771.0557914199155,801.3421444192555
TONUSDT + AAVEUSDT,2,-117.78318885067294,risk_parity,170.61396032928664,171.37748614634467,13.607135299048883,-0.9829157944624255,-0.9875340350847422,-504.3287574498714,-578.6352406446341,-1.0173831030939242,0.7995636310360322,-0.003169196983876973,-0.0037677607783989514,0.028829255023188793,-1.0,-1.0,0.0,0.0,1.0,146.76269532051305,171.37748614634467,190.94278515459172,198.0887576457417
TONUSDT + HBARUSDT,2,-126.24547340455447,inverse_vol,15.752749582009331,15.802082807738788,1.3487677477526558,-0.9984211393156783,-0.9988499782962592,-584.2168721901619,-617.7315243868951,-1.0015813758398089,0.8763190514685733,-0.004426920243615524,-0.005127317318821447,0.006589526212046792,-1.0,-1.0,0.0,0.0,1.0,13.500184996152836,15.802082807738788,17.874673132934998,18.693659771430845
DOGEUSDT + AAVEUSDT,2,-43.56251866586316,equal,2168.7080986402034,2178.472964116693,150.44038012098224,-0.7831956122850761,-0.8385938314242224,-137.12004371977045,-211.824879976784,-1.2772875194965965,0.5361327144262932,-0.0026774029327901578,-0.003406231418975441,0.2313656998525082,-1.0,-1.0,0.0,0.0,1.0,1888.5745553488043,2178.472964116693,2406.220256694656,2490.1824169265738
DOGEUSDT + HBARUSDT,2,-58.237908826889836,equal,708.4217745934262,710.6099782385345,53.36449912851188,-0.9290951000925599,-0.9499457824953369,-212.07960011169263,-283.0795939079804,-1.0763516912615994,0.697156102708613,-0.0034804791061957044,-0.004176670496326754,0.09094980946919282,-1.0,-1.0,0.0,0.0,1.0,614.3165855362392,710.6099782385345,795.1896675967781,819.7479104497195
TRXUSDT + LTCUSDT + ARBUSDT,3,-55.086451325665585,risk_parity,4076.7068783358873,4104.68327402288,166.28384033587187,-0.5920605078323236,-0.6945884290252691,-221.34693077070173,-270.6631315640783,-1.6902805079623209,0.37941249163344914,-0.0019651525971919838,-0.002393491012589932,0.05378460253509013,-1.0,-0.9999999999999999,0.0,0.0,1.0,3702.3427235996946,4104.68327402288,4267.559881603706,4327.588035149999
TRXUSDT + LTCUSDT + BTCUSDT,3,-34.0028557782992,equal,5136.958091876799,5166.9311634450405,213.31850905593424,-0.48615336403032405,-0.6066210303481897,-118.9584655076508,-165.76946392575795,-2.0606869333830926,0.30409031536208453,-0.0019676232226188348,-0.002481084876830833,0.1355895205777603,-0.9999999724971403,-0.9999999781200262,0.0,0.0,0.138,4663.337102551965,5166.9311634450405,5394.890270387095,5471.263809888606
TRXUSDT + LTCUSDT + AVAXUSDT,3,-41.488392320863014,equal,3786.3048789397076,3802.338164110732,183.81391837736552,-0.621254649827853,-0.7269638931430807,-140.24979527922082,-202.55158939176454,-1.6110064434208897,0.40212799509134445,-0.0023314536219426665,-0.0029075757523622466,0.11340049165102561,-0.9999999999997781,-0.9999999999998854,0.0,0.0,1.0,3429.482564752086,3802.338164110732,4028.735336208962,4157.096761559793
AAVEUSDT + HBARUSDT,2,-98.66762793507417,risk_parity,0.3335026796835835,0.33690029403181837,0.03919271636853375,-0.999966599732751,-0.9999764949644542,-433.0650808701304,-474.92057070168187,-1.000033401398255,0.9243124412243607,-0.0034728591154363697,-0.004157208303817195,0.021385952652148404,-1.0,-1.0,0.0,0.0,1.0,0.2679444091462568,0.33690029403181837,0.3939567637951316,0.4274962496075258
TRXUSDT + LTCUSDT + TONUSDT,3,-56.32666263845474,risk_parity,3748.134456266417,3766.060994024715,136.22897569017798,-0.6248774284705155,-0.7145191410786719,-229.44632263256867,-276.6751027627562,-1.601045914459704,0.40449435957379537,-0.002104551228234215,-0.002540603402455218,0.048930413450378296,-1.0,-1.0,0.0,0.0,1.0,3494.0993754107453,3766.060994024715,3916.9120466045156,3977.2703467818183
TRXUSDT + LTCUSDT + AAVEUSDT,3,-54.86398967371793,risk_parity,4076.537969957105,4097.839488893804,159.14134248048782,-0.5920584153398308,-0.6636898697081073,-220.41903111030803,-269.54889207968137,-1.690191967145372,0.37979778953242277,-0.001984654687396726,-0.0023921628215908806,0.05517961834376472,-0.9999999999999999,-0.9999999999999999,0.0,0.0,1.0,3690.692565496457,4097.839488893804,4266.305313803064,4345.535992644492
TRXUSDT + LTCUSDT + DOGEUSDT,3,-39.2360530956164,equal,4605.346555282001,4631.676032529544,204.0890640241591,-0.5393477474971684,-0.6535274726900208,-133.1217139204751,-191.73578539891867,-1.8566331239418041,0.34182146312350564,-0.002048656330148549,-0.0025159745226559192,0.15066754768145066,-0.9999999999206839,-0.9999999999499569,0.0,0.0,0.996,4220.668408315752,4631.676032529544,4873.203779925374,4984.637398140535
TRXUSDT + LTCUSDT + HBARUSDT,3,-58.36179494440541,risk_parity,3290.3244298270365,3319.5866965792206,144.81860249071798,-0.6706594792798565,-0.7419116087986117,-247.2324902232192,-286.55749501796237,-1.4917400968918841,0.44019492166343205,-0.0022515936751247214,-0.002712451156116021,0.03052317261196071,-1.0,-1.0,0.0,0.0,1.0,2980.1990331034326,3319.5866965792206,3453.906968176672,3499.1348810080267
TRXUSDT + ARBUSDT + AVAXUSDT,3,-46.1439833292703,equal,2987.931510717794,2996.6712695946035,137.58383733743287,-0.7009693733873149,-0.7539894508594756,-165.18998913346493,-225.28881347109186,-1.4271379877424641,0.46430884637618175,-0.0027089979646376765,-0.00327995404515055,0.07839948188094921,-1.0,-0.9999999999999999,0.0,0.0,1.0,2735.9604765647423,2996.6712695946035,3186.2031387929555,3276.1511606649724
TRXUSDT + ARBUSDT + BTCUSDT,3,-38.10696820185345,equal,4178.073198377774,4205.480112406462,187.19208961830577,-0.5819403195727634,-0.6903365160432309,-144.18369646284447,-185.84135153351136,-1.7201052908589818,0.37185608277294263,-0.002333080191389968,-0.0028752766952024294,0.08510171355943331,-0.9999999998766973,-0.9999999999105476,0.0,0.0,1.0,3761.6699550843036,4205.480112406462,4427.2693688422405,4517.101863455324
TRXUSDT + ARBUSDT + TONUSDT,3,-59.54969561318996,risk_parity,2501.4274936977417,2518.4982846129533,114.98545979024836,-0.7495791309231048,-0.7992032686565298,-253.47812371060516,-291.90723726270096,-1.334391260173929,0.5058454525888868,-0.0027655380124914303,-0.003347644327963944,0.029022614057616067,-1.0,-1.0,0.0,0.0,1.0,2257.095577446144,2518.4982846129533,2656.7413296638288,2718.155010698936
TRXUSDT + ARBUSDT + DOGEUSDT,3,-43.325791589230604,equal,3637.692631260234,3659.491082692348,163.81595516216385,-0.6360211369970536,-0.696533697854458,-159.14207537335594,-211.64299210498237,-1.5732897890924407,0.41328398322394805,-0.002420659352225599,-0.0029319713178344504,0.09845407442429191,-0.9999999999999425,-0.9999999999999648,0.0,0.0,1.0,3323.538622950823,3659.491082692348,3858.3112757164404,3945.8564778371365
TRXUSDT + ARBUSDT + AAVEUSDT,3,-58.76046416999402,inverse_vol,2980.7740498483226,3000.23312270745,134.28955594278375,-0.7016170491838963,-0.7648838155173799,-247.74285723688982,-288.33509607201466,-1.4257900899354063,0.4655979923580999,-0.0025071619446598308,-0.0030060005711274756,0.0333656907612008,-1.0,-1.0,0.0,0.0,1.0,2673.935462357348,3000.23312270745,3142.5520269291833,3224.849742243126
TRXUSDT + ARBUSDT + HBARUSDT,3,-63.28940935795757,risk_parity,2215.535518179405,2228.1301602716658,102.89677874650742,-0.7781608506318333,-0.8219556030969964,-277.36982304144414,-310.3458939922507,-1.2853035808676818,0.531553042888979,-0.002906788956219401,-0.0033887219373005964,0.018516749897094377,-1.0,-1.0,0.0,0.0,1.0,2014.105273580891,2228.1301602716658,2359.041429542685,2401.2865180544964
TRXUSDT + BTCUSDT + DOGEUSDT,3,-28.17772490031443,equal,5010.871788813462,5040.988138892755,225.97425163642208,-0.4989416270546702,-0.5854012286451749,-92.30161827816377,-136.63938934608825,-2.0081925820176165,0.31311670802900016,-0.0022610114141574174,-0.0028208232248644054,0.1910451096909261,-0.9999997306196132,-0.9999997885656094,0.0,0.0,0.4,4548.512424215327,5040.988138892755,5303.186148173356,5435.891503855356
TRXUSDT + BTCUSDT + AVAXUSDT,3,-32.84741705000871,equal,4157.4345895354345,4167.513199567793,189.7759993850962,-0.5840659999105801,-0.6619661350562162,-115.14865427799668,-159.55901497274877,-1.7139099356355847,0.3738100919450502,-0.002534754051014538,-0.003087319809232068,0.1281791889170227,-0.9999999957139046,-0.999999997042229,0.0,0.0,1.0,3834.0100701825086,4167.513199567793,4434.286542378949,4550.962978452234
TRXUSDT + BTCUSDT + TONUSDT,3,-41.78135621164473,risk_parity,3279.252800417904,3303.713462206201,144.26141097081157,-0.6717552940043257,-0.7394705258452013,-169.1853598415712,-203.6606076827186,-1.4893061966868517,0.4408464216412228,-0.0026802542486192927,-0.0033140878108350804,0.04897735751528463,-0.9999999999998158,-0.9999999999998581,0.0,0.0,1.0,2947.65786059734,3303.713462206201,3459.0739168879877,3518.602802820714
TRXUSDT + BTCUSDT + AAVEUSDT,3,-37.95067825990151,equal,4192.810941790065,4219.285502556004,174.02469898640425,-0.5804992126658319,-0.6775357087138748,-140.0630143638849,-185.0750701245354,-1.7241366758108447,0.37110635516427615,-0.0023725979144946477,-0.002878178018243627,0.09659248773428522,-0.9999999998775317,-0.9999999999023638,0.0,0.0,1.0,3809.240208121471,4219.285502556004,4412.181501951526,4469.592819652991
TRXUSDT + AVAXUSDT + TONUSDT,3,-49.87446452912485,risk_parity,2411.424978060498,2425.9365921579006,125.83176794291045,-0.7585719464994783,-0.8031890218174881,-202.46093951815948,-243.4652195685904,-1.3186244522868984,0.5136293615953237,-0.002936324681119316,-0.0035323920609038875,0.04377040922353116,-1.0,-1.0,0.0,0.0,1.0,2148.1868715307633,2425.9365921579006,2588.336319448008,2647.506702921045
TRXUSDT + BTCUSDT + HBARUSDT,3,-46.193288230380986,equal,2886.135227884107,2902.356564762482,126.95325581059258,-0.7110238357983043,-0.7887322040486762,-190.59155084943916,-225.43184705720907,-1.4068603945172737,0.4729905073626554,-0.0028717018053168674,-0.0033808658651146174,0.03588620787663435,-0.9999999999999837,-0.9999999999999877,0.0,0.0,1.0,2643.7629288237295,2902.356564762482,3049.0346873765766,3102.589057522354
TRXUSDT + AVAXUSDT + AAVEUSDT,3,-43.729514849335885,equal,3002.142391319637,3024.1623277582926,157.58296700327512,-0.6995268545857041,-0.7815186864435419,-158.24857249385695,-213.2336217191425,-1.4302375876203155,0.4634522925799328,-0.0027375535251680087,-0.0034297382777757008,0.08148296862855682,-0.9999999999999998,-0.9999999999999999,0.0,0.0,1.0,2689.558980300233,3024.1623277582926,3208.8021521925384,3300.9345399250287
TRXUSDT + AVAXUSDT + DOGEUSDT,3,-33.45163665888253,equal,3703.897354382032,3719.663182098461,196.94566879685104,-0.6295557994477075,-0.7137491779297528,-109.16258250918992,-162.35219732272796,-1.589949637603273,0.408448236869936,-0.0026538431942837388,-0.003311427267307544,0.15690174850722402,-0.9999999999542691,-0.9999999999741972,0.0,0.0,1.0,3334.641275583884,3719.663182098461,4010.031518248813,4120.732461671864
TRXUSDT + AVAXUSDT + HBARUSDT,3,-52.11902802067883,equal,1942.6654240746795,1947.742275290023,91.23808070439827,-0.8054719097545622,-0.84883743052367,-202.85127599051302,-254.2433570426211,-1.2416666069217976,0.5568162707613612,-0.003274736702441686,-0.0038796935517875415,0.040106792175684663,-1.0,-1.0,0.0,0.0,1.0,1779.1414697048072,1947.742275290023,2070.4516496907577,2135.892286179923
